ip,port,country,datacenter,route_class,status,speed_mbps,speed_mbytes_s,bytes_downloaded,elapsed_seconds
18.182.33.133,443,JP,NRT,other,ok,2.774,0.347,2097152,6.048
31.77.202.111,443,HK,MXP,other,ok,2.767,0.346,2097152,6.063
149.104.5.247,443,HK,HKG,other,ok,2.762,0.345,2097152,6.075
154.3.34.219,443,HK,HKG,other,ok,2.761,0.345,2097152,6.076
64.176.37.248,443,JP,KIX,other,ok,2.756,0.345,2097152,6.086
18.183.229.103,443,JP,NRT,other,ok,2.755,0.344,2097152,6.089
147.79.20.177,443,JP,NRT,other,ok,2.754,0.344,2097152,6.092
157.254.22.77,443,HK,HKG,other,ok,2.746,0.343,2097152,6.11
168.93.214.234,443,JP,KIX,other,ok,2.745,0.343,2097152,6.112
35.78.169.69,443,JP,NRT,other,ok,2.737,0.342,2097152,6.13
139.162.70.21,443,JP,NRT,other,ok,2.735,0.342,2097152,6.134
13.212.30.120,443,SG,SIN,other,ok,2.732,0.342,2097152,6.14
91.213.186.108,443,HK,HKG,other,ok,2.728,0.341,2097152,6.15
188.166.234.177,443,SG,SIN,other,ok,2.722,0.34,2097152,6.163
191.223.220.250,443,JP,NRT,other,ok,2.721,0.34,2097152,6.166
18.141.217.159,443,SG,SIN,other,ok,2.719,0.34,2097152,6.17
103.20.222.136,443,HK,HKG,other,ok,2.717,0.34,2097152,6.174
91.110.209.102,443,HK,HKG,other,ok,2.714,0.339,2097152,6.181
43.155.181.93,443,KR,ICN,other,ok,2.709,0.339,2097152,6.193
18.138.81.40,443,SG,SIN,other,ok,2.709,0.339,2097152,6.193
166.88.14.132,443,JP,KIX,other,ok,2.706,0.338,2097152,6.199
191.223.216.142,443,HK,HKG,other,ok,2.703,0.338,2097152,6.207
2.27.132.60,443,HK,HKG,other,ok,2.698,0.337,2097152,6.218
57.183.16.106,443,JP,NRT,other,ok,2.697,0.337,2097152,6.221
145.79.143.63,443,HK,HKG,other,ok,2.696,0.337,2097152,6.224
212.135.211.234,443,JP,NRT,other,ok,2.696,0.337,2097152,6.224
18.138.229.136,443,SG,SIN,other,ok,2.692,0.337,2097152,6.232
153.121.32.71,443,JP,NRT,other,ok,2.687,0.336,2097152,6.243
208.75.133.158,443,HK,HKG,other,ok,2.673,0.334,2097152,6.277
217.142.251.195,443,JP,KIX,other,ok,2.672,0.334,2097152,6.279
62.146.232.232,443,SG,SIN,other,ok,2.665,0.333,2097152,6.296
167.150.100.150,443,SG,SIN,other,ok,2.656,0.332,2097152,6.317
95.182.95.75,443,HK,HKG,other,ok,2.653,0.332,2097152,6.324
54.179.237.30,443,SG,SIN,other,ok,2.653,0.332,2097152,6.325
3.39.189.66,443,KR,ICN,other,ok,2.65,0.331,2097152,6.331
52.197.163.59,443,JP,NRT,other,ok,2.644,0.33,2097152,6.346
5.253.36.92,443,SG,SIN,other,ok,2.643,0.33,2097152,6.348
104.156.239.15,443,JP,NRT,other,ok,2.638,0.33,2097152,6.361
216.23.121.107,443,JP,NRT,other,ok,2.628,0.328,2097152,6.385
82.108.155.108,443,JP,NRT,other,ok,2.621,0.328,2097152,6.402
18.179.42.27,443,JP,NRT,other,ok,2.615,0.327,2097152,6.415
109.176.19.174,443,SG,SIN,other,ok,2.614,0.327,2097152,6.418
3.112.62.218,443,JP,NRT,other,ok,2.612,0.326,2097152,6.424
54.151.142.61,443,SG,SIN,other,ok,2.603,0.325,2097152,6.445
38.207.137.129,443,JP,NRT,other,ok,2.602,0.325,2097152,6.447
45.77.180.114,443,JP,NRT,other,ok,2.602,0.325,2097152,6.448
47.129.127.133,443,SG,SIN,other,ok,2.601,0.325,2097152,6.451
57.183.36.250,443,JP,NRT,other,ok,2.596,0.324,2097152,6.463
205.189.160.50,443,HK,HKG,other,ok,2.593,0.324,2097152,6.471
52.69.216.168,443,JP,NRT,other,ok,2.584,0.323,2097152,6.492
188.166.213.127,443,SG,SIN,other,ok,2.584,0.323,2097152,6.493
5.34.222.222,443,JP,NRT,other,ok,2.582,0.323,2097152,6.498
57.180.250.228,443,JP,NRT,other,ok,2.58,0.323,2097152,6.502
156.231.112.29,443,JP,NRT,other,ok,2.579,0.322,2097152,6.506
151.241.129.194,443,JP,NRT,other,ok,2.569,0.321,2097152,6.531
89.28.239.178,443,SG,SIN,other,ok,2.566,0.321,2097152,6.537
109.107.140.86,443,JP,NRT,other,ok,2.563,0.32,2097152,6.547
140.83.48.48,443,JP,KIX,other,ok,2.558,0.32,2097152,6.56
161.118.200.170,443,SG,SIN,other,ok,2.557,0.32,2097152,6.562
172.104.120.92,443,JP,NRT,other,ok,2.542,0.318,2097152,6.599
161.118.234.204,443,SG,SIN,other,ok,2.539,0.317,2097152,6.608
43.206.147.215,443,JP,NRT,other,ok,2.532,0.316,2097152,6.627
45.39.190.92,443,HK,HKG,other,ok,2.53,0.316,2097152,6.633
43.230.162.51,443,JP,NRT,other,ok,2.53,0.316,2097152,6.632
216.23.82.69,443,JP,NRT,other,ok,2.529,0.316,2097152,6.634
103.201.130.98,443,JP,NRT,other,ok,2.525,0.316,2097152,6.646
18.181.240.158,443,JP,NRT,other,ok,2.525,0.316,2097152,6.646
161.33.154.89,443,JP,NRT,other,ok,2.523,0.315,2097152,6.649
140.235.38.78,443,TW,TPE,other,ok,2.518,0.315,2097152,6.663
193.123.230.35,443,KR,ICN,other,ok,2.516,0.315,2097152,6.667
13.212.102.10,443,SG,SIN,other,ok,2.516,0.314,2097152,6.669
64.176.54.200,443,JP,KIX,other,ok,2.498,0.312,2097152,6.716
193.111.30.254,443,JP,NRT,other,ok,2.491,0.311,2097152,6.736
161.33.172.160,443,JP,NRT,other,ok,2.482,0.31,2097152,6.76
64.176.60.208,443,JP,KIX,other,ok,2.482,0.31,2097152,6.759
116.206.92.122,443,JP,NRT,other,ok,2.48,0.31,2097152,6.765
43.169.18.179,443,HK,HKG,other,ok,2.469,0.309,2097152,6.795
13.212.46.48,443,SG,SIN,other,ok,2.469,0.309,2097152,6.795
139.180.220.87,443,SG,SIN,other,ok,2.468,0.308,2097152,6.799
8.218.102.168,443,HK,HKG,other,ok,2.467,0.308,2097152,6.8
166.88.98.136,443,JP,KIX,other,ok,2.462,0.308,2097152,6.814
159.223.36.150,443,SG,SIN,other,ok,2.453,0.307,2097152,6.838
158.247.252.34,443,KR,ICN,other,ok,2.445,0.306,2097152,6.862
141.147.176.154,443,JP,NRT,other,ok,2.443,0.305,2097152,6.868
146.56.135.196,443,KR,ICN,other,ok,2.438,0.305,2097152,6.88
31.77.202.219,443,HK,ARN,other,ok,2.437,0.305,2097152,6.884
172.105.237.225,443,JP,NRT,other,ok,2.434,0.304,2097152,6.893
54.238.196.15,443,JP,NRT,other,ok,2.43,0.304,2097152,6.903
64.176.35.237,443,JP,KIX,other,ok,2.43,0.304,2097152,6.905
191.223.221.70,443,JP,NRT,other,ok,2.425,0.303,2097152,6.919
35.221.68.136,443,JP,NRT,other,ok,2.424,0.303,2097152,6.921
45.77.129.201,443,JP,NRT,other,ok,2.42,0.303,2097152,6.932
35.72.30.168,443,JP,NRT,other,ok,2.418,0.302,2097152,6.938
161.118.220.38,443,SG,SIN,other,ok,2.414,0.302,2097152,6.95
165.245.144.113,443,SG,SIN,other,ok,2.409,0.301,2097152,6.964
158.247.204.184,443,KR,ICN,other,ok,2.406,0.301,2097152,6.972
35.78.170.75,443,JP,NRT,other,ok,2.391,0.299,2097152,7.018
158.247.248.160,443,KR,ICN,other,ok,2.389,0.299,2097152,7.024
146.56.176.187,443,KR,ICN,other,ok,2.383,0.298,2097152,7.041
57.180.61.246,443,JP,NRT,other,ok,2.377,0.297,2097152,7.058
188.239.9.91,443,SG,SIN,other,ok,2.37,0.296,2097152,7.079
166.88.99.194,443,JP,KIX,other,ok,2.366,0.296,2097152,7.092
60.249.21.29,443,TW,TPE,other,ok,2.365,0.296,2097152,7.094
3.35.51.138,443,KR,ICN,other,ok,2.359,0.295,2097152,7.113
85.121.50.16,443,JP,NRT,other,ok,2.357,0.295,2097152,7.119
43.160.238.73,443,SG,SIN,other,ok,2.354,0.294,2097152,7.128
83.147.13.49,443,TW,TPE,other,ok,2.353,0.294,2097152,7.13
194.233.85.147,443,SG,SIN,other,ok,2.349,0.294,2097152,7.143
35.74.71.42,443,JP,NRT,other,ok,2.348,0.293,2097152,7.145
103.57.248.163,443,HK,HKG,other,ok,2.345,0.293,2097152,7.154
43.134.234.40,443,SG,SIN,other,ok,2.343,0.293,2097152,7.161
45.192.193.81,443,HK,HKG,other,ok,2.342,0.293,2097152,7.163
34.81.179.112,443,TW,TPE,other,ok,2.334,0.292,2097152,7.187
213.163.196.250,443,SG,SIN,other,ok,2.33,0.291,2097152,7.201
120.79.231.103,443,JP,KIX,other,ok,2.329,0.291,2097152,7.205
154.36.156.224,443,JP,SJC,other,ok,2.314,0.289,2097152,7.251
18.143.173.160,443,SG,SIN,other,ok,2.31,0.289,2097152,7.262
91.110.209.98,443,HK,HKG,other,ok,2.307,0.288,2097152,7.274
23.27.11.55,443,JP,KIX,other,ok,2.307,0.288,2097152,7.271
45.196.235.64,443,HK,HKG,other,ok,2.305,0.288,2097152,7.278
188.253.125.26,443,SG,SIN,other,ok,2.302,0.288,2097152,7.288
82.22.26.202,443,JP,NRT,other,ok,2.301,0.288,2097152,7.292
168.138.193.193,443,JP,NRT,other,ok,2.298,0.287,2097152,7.302
213.210.4.59,443,TW,TPE,other,ok,2.295,0.287,2097152,7.312
209.97.162.112,443,SG,SIN,other,ok,2.292,0.286,2097152,7.321
191.223.216.120,443,HK,HKG,other,ok,2.285,0.286,2097152,7.342
207.56.228.12,443,JP,NRT,other,ok,2.281,0.285,2097152,7.354
64.176.83.23,443,SG,SIN,other,ok,2.279,0.285,2097152,7.36
139.162.41.109,443,SG,SIN,other,ok,2.273,0.284,2097152,7.381
20.212.35.182,443,SG,SIN,other,ok,2.272,0.284,2097152,7.383
52.221.188.88,443,SG,SIN,other,ok,2.268,0.283,2097152,7.399
18.183.114.116,443,JP,NRT,other,ok,2.263,0.283,2097152,7.414
149.104.6.99,443,HK,HKG,other,ok,2.262,0.283,2097152,7.418
13.231.183.9,443,JP,NRT,other,ok,2.256,0.282,2097152,7.438
52.195.211.175,443,JP,NRT,other,ok,2.249,0.281,2097152,7.461
212.192.15.182,443,HK,HKG,other,ok,2.246,0.281,2097152,7.469
18.182.59.40,443,JP,NRT,other,ok,2.236,0.279,2097152,7.503
134.185.123.54,443,KR,ICN,other,ok,2.234,0.279,2097152,7.51
31.77.204.64,443,HK,FRA,other,ok,2.233,0.279,2097152,7.513
47.86.102.212,443,HK,HKG,other,ok,2.228,0.279,2097152,7.53
45.192.241.12,443,JP,NRT,other,ok,2.221,0.278,2097152,7.553
47.245.98.104,443,SG,SIN,other,ok,2.221,0.278,2097152,7.555
47.236.24.40,443,SG,SIN,other,ok,2.21,0.276,2097152,7.591
13.212.31.5,443,SG,SIN,other,ok,2.205,0.276,2097152,7.608
209.33.174.13,443,JP,NRT,other,ok,2.202,0.275,2097152,7.62
103.57.248.168,443,HK,HKG,other,ok,2.195,0.274,2097152,7.644
57.181.38.245,443,JP,NRT,other,ok,2.188,0.273,2097152,7.668
188.239.16.108,443,SG,SIN,other,ok,2.187,0.273,2097152,7.672
43.155.187.201,443,KR,ICN,other,ok,2.185,0.273,2097152,7.68
46.8.101.244,443,HK,HKG,other,ok,2.172,0.271,2097152,7.725
96.9.228.207,443,HK,HKG,other,ok,2.171,0.271,2097152,7.729
15.165.37.107,443,KR,ICN,other,ok,2.168,0.271,2097152,7.738
177.0.142.224,443,JP,NRT,other,ok,2.165,0.271,2097152,7.751
43.133.251.155,443,KR,ICN,other,ok,2.163,0.27,2097152,7.758
151.236.20.179,443,HK,HKG,other,ok,2.162,0.27,2097152,7.761
138.2.30.150,443,JP,NRT,other,ok,2.162,0.27,2097152,7.761
156.246.95.196,443,JP,NRT,other,ok,2.161,0.27,2097152,7.762
145.79.143.105,443,HK,HKG,other,ok,2.159,0.27,2097152,7.772
47.242.162.186,443,HK,HKG,other,ok,2.154,0.269,2097152,7.79
47.129.44.16,443,SG,SIN,other,ok,2.148,0.268,2097152,7.811
18.183.148.100,443,JP,NRT,other,ok,2.147,0.268,2097152,7.813
154.83.95.77,443,JP,NRT,other,ok,2.137,0.267,2097152,7.852
185.115.207.173,443,SG,SIN,other,ok,2.135,0.267,2097152,7.857
158.179.189.253,443,JP,NRT,other,ok,2.132,0.267,2097152,7.869
141.98.196.223,443,JP,NRT,other,ok,2.13,0.266,2097152,7.875
161.33.4.103,443,JP,KIX,other,ok,2.13,0.266,2097152,7.875
89.28.239.67,443,SG,SIN,other,ok,2.13,0.266,2097152,7.876
159.89.203.141,443,SG,SIN,other,ok,2.129,0.266,2097152,7.881
198.13.53.115,443,JP,NRT,other,ok,2.126,0.266,2097152,7.89
95.182.100.35,443,HK,HKG,other,ok,2.125,0.266,2097152,7.896
45.89.232.128,443,JP,NRT,other,ok,2.124,0.266,2097152,7.897
2.26.201.194,443,HK,HKG,other,ok,2.123,0.265,2097152,7.901
45.153.245.221,443,JP,NRT,other,ok,2.123,0.265,2097152,7.903
13.158.86.30,443,JP,NRT,other,ok,2.12,0.265,2097152,7.913
213.210.5.86,443,TW,TPE,other,ok,2.115,0.264,2097152,7.931
191.223.208.119,443,HK,HKG,other,ok,2.114,0.264,2097152,7.936
211.75.210.33,443,TW,TPE,other,ok,2.113,0.264,2097152,7.94
154.3.39.160,443,HK,HKG,other,ok,2.11,0.264,2097152,7.95
172.105.225.6,443,JP,NRT,other,ok,2.087,0.261,2097152,8.04
211.75.210.32,443,TW,TPE,other,ok,2.087,0.261,2097152,8.04
45.76.52.54,443,JP,NRT,other,ok,2.079,0.26,2097152,8.07
8.222.154.107,443,SG,SIN,other,ok,2.073,0.259,2097152,8.093
143.198.93.95,443,SG,SIN,other,ok,2.072,0.259,2097152,8.098
3.112.90.2,443,JP,NRT,other,ok,2.071,0.259,2097152,8.101
43.161.254.71,443,HK,HKG,other,ok,2.067,0.258,2097152,8.118
43.207.65.219,443,JP,NRT,other,ok,2.065,0.258,2097152,8.124
153.121.76.150,443,JP,NRT,other,ok,2.063,0.258,2097152,8.133
91.229.132.66,443,HK,HKG,other,ok,2.061,0.258,2097152,8.139
13.214.195.207,443,SG,SIN,other,ok,2.061,0.258,2097152,8.14
83.147.60.79,443,HK,HKG,other,ok,2.058,0.257,2097152,8.151
45.76.205.197,443,JP,NRT,other,ok,2.054,0.257,2097152,8.167
45.192.202.149,443,JP,NRT,other,ok,2.053,0.257,2097152,8.174
3.35.177.161,443,KR,ICN,other,ok,2.047,0.256,2097152,8.194
213.163.202.31,443,SG,SIN,other,ok,2.046,0.256,2097152,8.199
129.225.175.227,443,JP,KIX,other,ok,2.045,0.256,2097152,8.205
152.42.254.219,443,SG,SIN,other,ok,2.045,0.256,2097152,8.203
54.249.162.62,443,JP,NRT,other,ok,2.043,0.255,2097152,8.212
43.239.249.176,443,JP,NRT,other,ok,2.04,0.255,2097152,8.224
85.149.220.251,443,JP,NRT,other,ok,2.036,0.255,2097152,8.239
45.192.200.168,443,JP,NRT,other,ok,2.029,0.254,2097152,8.269
152.42.231.213,443,SG,SIN,other,ok,2.029,0.254,2097152,8.27
141.147.149.223,443,JP,KIX,other,ok,2.028,0.254,2097152,8.272
64.118.135.252,443,HK,HKG,other,ok,2.026,0.253,2097152,8.281
18.181.227.246,443,JP,NRT,other,ok,2.026,0.253,2097152,8.28
202.155.155.245,443,HK,HKG,other,ok,2.024,0.253,2097152,8.287
195.172.137.184,443,SG,SIN,other,ok,2.024,0.253,2097152,8.287
43.169.19.179,443,HK,HKG,other,ok,2.023,0.253,2097152,8.293
140.83.58.91,443,JP,SJC,other,ok,2.02,0.253,2097152,8.305
91.110.209.126,443,HK,HKG,other,ok,2.018,0.252,2097152,8.316
62.3.54.204,443,JP,NRT,other,ok,2.017,0.252,2097152,8.319
47.131.110.69,443,SG,SIN,other,ok,2.014,0.252,2097152,8.332
43.202.4.66,443,KR,ICN,other,ok,2.012,0.252,2097152,8.337
3.36.127.156,443,KR,ICN,other,ok,2.011,0.251,2097152,8.343
91.110.209.119,443,HK,HKG,other,ok,2.01,0.251,2097152,8.348
177.0.142.9,443,JP,NRT,other,ok,2.01,0.251,2097152,8.348
57.180.78.168,443,JP,NRT,other,ok,2.006,0.251,2097152,8.364
54.179.172.64,443,SG,SIN,other,ok,2.006,0.251,2097152,8.364
216.23.84.65,443,JP,NRT,other,ok,2.003,0.25,2097152,8.376
45.202.248.234,443,HK,HKG,other,ok,1.993,0.249,2097152,8.417
13.251.81.206,443,SG,SIN,other,ok,1.993,0.249,2097152,8.417
35.76.115.118,443,JP,NRT,other,ok,1.991,0.249,2097152,8.425
54.255.212.53,443,SG,SIN,other,ok,1.989,0.249,2097152,8.436
45.39.190.155,443,HK,HKG,other,ok,1.987,0.248,2097152,8.442
43.207.222.177,443,JP,NRT,other,ok,1.986,0.248,2097152,8.45
185.81.28.7,443,SG,SIN,other,ok,1.986,0.248,2097152,8.448
62.3.54.198,443,JP,NRT,other,ok,1.982,0.248,2097152,8.464
62.3.54.202,443,JP,NRT,other,ok,1.982,0.248,2097152,8.463
209.97.161.7,443,SG,SIN,other,ok,1.981,0.248,2097152,8.47
176.97.70.17,443,JP,NRT,other,ok,1.98,0.248,2097152,8.472
34.2.143.103,443,SG,SIN,other,ok,1.972,0.247,2097152,8.506
156.226.173.114,443,HK,HKG,other,ok,1.971,0.246,2097152,8.512
13.214.146.226,443,SG,SIN,other,ok,1.971,0.246,2097152,8.514
152.42.175.157,443,SG,SIN,other,ok,1.971,0.246,2097152,8.513
217.142.226.36,443,JP,KIX,other,ok,1.965,0.246,2097152,8.538
207.148.79.171,443,SG,SIN,other,ok,1.963,0.245,2097152,8.546
45.32.52.204,443,JP,NRT,other,ok,1.961,0.245,2097152,8.556
57.182.250.153,443,JP,NRT,other,ok,1.961,0.245,2097152,8.557
103.131.189.125,443,TW,TPE,other,ok,1.955,0.244,2097152,8.582
45.32.250.130,443,JP,NRT,other,ok,1.954,0.244,2097152,8.586
74.82.192.146,443,JP,NRT,other,ok,1.953,0.244,2097152,8.589
172.104.86.135,443,JP,NRT,other,ok,1.951,0.244,2097152,8.598
152.69.215.16,443,JP,NRT,other,ok,1.943,0.243,2097152,8.634
54.180.231.18,443,KR,ICN,other,ok,1.94,0.243,2097152,8.648
45.32.124.17,443,SG,SIN,other,ok,1.94,0.243,2097152,8.647
143.198.213.81,443,SG,SIN,other,ok,1.939,0.242,2097152,8.65
151.242.11.198,443,HK,HKG,other,ok,1.932,0.241,2097152,8.686
103.85.27.58,443,JP,NRT,other,ok,1.932,0.242,2097152,8.683
154.36.145.47,443,HK,HKG,other,ok,1.927,0.241,2097152,8.708
45.76.100.75,443,JP,NRT,other,ok,1.925,0.241,2097152,8.717
54.248.15.203,443,JP,NRT,other,ok,1.922,0.24,2097152,8.731
166.88.98.61,443,JP,KIX,other,ok,1.921,0.24,2097152,8.734
45.202.254.216,443,JP,NRT,other,ok,1.92,0.24,2097152,8.739
54.255.232.185,443,SG,SIN,other,ok,1.915,0.239,2097152,8.763
178.128.220.178,443,SG,SIN,other,ok,1.905,0.238,2097152,8.808
210.3.205.168,443,HK,HKG,other,ok,1.898,0.237,2097152,8.841
64.176.42.160,443,JP,KIX,other,ok,1.896,0.237,2097152,8.847
45.32.28.109,443,JP,NRT,other,ok,1.891,0.236,2097152,8.871
198.13.60.163,443,JP,NRT,other,ok,1.888,0.236,2097152,8.886
57.180.60.121,443,JP,NRT,other,ok,1.884,0.236,2097152,8.904
59.106.190.128,443,JP,NRT,other,ok,1.881,0.235,2097152,8.921
45.192.199.109,443,JP,NRT,other,ok,1.879,0.235,2097152,8.928
104.250.118.57,443,SG,SIN,other,ok,1.879,0.235,2097152,8.929
45.77.254.160,443,SG,SIN,other,ok,1.876,0.235,2097152,8.942
95.111.193.154,443,SG,SIN,other,ok,1.87,0.234,2097152,8.971
13.230.168.150,443,JP,NRT,other,ok,1.862,0.233,2097152,9.01
45.192.249.158,443,JP,NRT,other,ok,1.862,0.233,2097152,9.01
203.69.11.79,443,TW,KHH,other,ok,1.862,0.233,2097152,9.012
217.216.109.249,443,SG,SIN,other,ok,1.861,0.233,2097152,9.016
54.180.108.160,443,KR,ICN,other,ok,1.858,0.232,2097152,9.029
45.32.35.100,443,JP,NRT,other,ok,1.855,0.232,2097152,9.045
108.61.160.16,443,JP,NRT,other,ok,1.849,0.231,2097152,9.074
108.61.183.45,443,JP,NRT,other,ok,1.844,0.231,2097152,9.097
64.118.144.136,443,JP,NRT,other,ok,1.841,0.23,2097152,9.112
156.226.173.183,443,HK,HKG,other,ok,1.84,0.23,2097152,9.119
54.250.100.173,443,JP,NRT,other,ok,1.84,0.23,2097152,9.116
103.190.178.195,443,SG,SIN,other,ok,1.837,0.23,2097152,9.132
210.16.120.26,443,SG,SIN,other,ok,1.837,0.23,2097152,9.135
54.255.215.190,443,SG,SIN,other,ok,1.834,0.229,2097152,9.146
18.183.53.161,443,JP,NRT,other,ok,1.832,0.229,2097152,9.157
138.2.66.236,443,SG,SIN,other,ok,1.83,0.229,2097152,9.166
45.202.245.84,443,JP,NRT,other,ok,1.829,0.229,2097152,9.175
129.212.232.191,443,SG,SIN,other,ok,1.828,0.228,2097152,9.179
15.165.9.110,443,KR,ICN,other,ok,1.826,0.228,2097152,9.19
45.92.159.134,443,JP,NRT,other,ok,1.817,0.227,2097152,9.234
13.214.145.126,443,SG,SIN,other,ok,1.817,0.227,2097152,9.231
18.141.178.151,443,SG,SIN,other,ok,1.816,0.227,2097152,9.239
45.192.200.148,443,JP,NRT,other,ok,1.813,0.227,2097152,9.252
13.229.84.21,443,SG,SIN,other,ok,1.812,0.226,2097152,9.26
3.112.3.59,443,JP,NRT,other,ok,1.81,0.226,2097152,9.271
66.245.221.10,443,JP,KIX,other,ok,1.808,0.226,2097152,9.279
47.100.208.186,443,SG,SIN,other,ok,1.808,0.226,2097152,9.282
3.39.117.219,443,KR,ICN,other,ok,1.805,0.226,2097152,9.295
64.110.104.30,443,JP,KIX,other,ok,1.799,0.225,2097152,9.325
45.192.198.68,443,JP,NRT,other,ok,1.793,0.224,2097152,9.359
172.104.81.253,443,JP,NRT,other,ok,1.789,0.224,2097152,9.378
45.197.12.118,443,SG,SIN,other,ok,1.789,0.224,2097152,9.378
95.182.95.237,443,HK,HKG,other,ok,1.785,0.223,2097152,9.399
165.232.173.161,443,SG,SIN,other,ok,1.784,0.223,2097152,9.402
207.148.94.254,443,JP,NRT,other,ok,1.771,0.221,2097152,9.473
47.76.151.250,443,HK,HKG,other,ok,1.765,0.221,2097152,9.504
158.178.224.249,443,SG,SIN,other,ok,1.765,0.221,2097152,9.504
191.222.223.93,443,JP,NRT,other,ok,1.764,0.221,2097152,9.508
141.11.91.164,443,HK,HKG,other,ok,1.763,0.22,2097152,9.518
186.244.250.67,443,HK,HKG,other,ok,1.763,0.22,2097152,9.516
210.3.205.167,443,HK,HKG,other,ok,1.759,0.22,2097152,9.536
168.144.106.37,443,SG,SIN,other,ok,1.754,0.219,2097152,9.566
91.110.209.77,443,HK,HKG,other,ok,1.753,0.219,2097152,9.572
13.213.5.120,443,SG,SIN,other,ok,1.753,0.219,2097152,9.573
154.3.38.53,443,HK,HKG,other,ok,1.752,0.219,2097152,9.573
129.150.63.157,443,SG,SIN,other,ok,1.751,0.219,2097152,9.579
35.213.5.250,443,JP,NRT,other,ok,1.748,0.219,2097152,9.597
64.118.141.237,443,SG,SIN,other,ok,1.745,0.218,2097152,9.617
151.245.90.155,443,HK,HKG,other,ok,1.741,0.218,2097152,9.636
141.11.87.48,443,TW,TPE,other,ok,1.741,0.218,2097152,9.635
45.202.245.177,443,JP,NRT,other,ok,1.738,0.217,2097152,9.653
103.197.71.28,443,HK,HKG,other,ok,1.731,0.216,2097152,9.694
45.192.204.3,443,HK,HKG,other,ok,1.728,0.216,2097152,9.708
43.106.102.56,443,SG,SIN,other,ok,1.727,0.216,2097152,9.714
47.245.6.56,443,JP,NRT,other,ok,1.725,0.216,2097152,9.727
57.181.36.86,443,JP,NRT,other,ok,1.725,0.216,2097152,9.724
45.76.145.226,443,SG,SIN,other,ok,1.723,0.215,2097152,9.739
166.88.14.223,443,JP,KIX,other,ok,1.72,0.215,2097152,9.755
140.238.49.222,443,JP,NRT,other,ok,1.718,0.215,2097152,9.767
161.33.181.105,443,JP,NRT,other,ok,1.711,0.214,2097152,9.803
152.69.204.72,443,JP,KIX,other,ok,1.705,0.213,2097152,9.841
89.34.227.45,443,SG,SIN,other,ok,1.705,0.213,2097152,9.84
43.207.72.242,443,JP,NRT,other,ok,1.699,0.212,2097152,9.873
85.121.245.72,443,HK,HKG,other,ok,1.695,0.212,2097152,9.897
31.76.91.96,443,JP,NRT,other,ok,1.695,0.212,2097152,9.9
211.72.147.91,443,TW,KHH,other,ok,1.694,0.212,2097152,9.905
203.55.176.47,443,SG,SIN,other,ok,1.69,0.211,2097152,9.929
35.74.64.253,443,JP,NRT,other,ok,1.689,0.211,2097152,9.933
217.116.171.79,443,SG,SIN,other,ok,1.689,0.211,2097152,9.931
54.168.92.108,443,JP,NRT,other,ok,1.688,0.211,2097152,9.938
13.212.131.0,443,SG,SIN,other,ok,1.684,0.211,2097152,9.96
161.33.25.202,443,JP,KIX,other,ok,1.682,0.21,2097152,9.972
66.42.61.215,443,SG,SIN,other,ok,1.68,0.21,2097152,9.986
177.0.142.161,443,JP,NRT,other,ok,1.676,0.21,2097152,10.008
91.213.174.240,443,HK,HKG,other,ok,1.675,0.209,2097152,10.013
54.151.149.199,443,SG,SIN,other,ok,1.671,0.209,2097152,10.04
35.78.121.25,443,JP,NRT,other,ok,1.67,0.209,2097152,10.044
133.117.72.96,443,JP,FUK,other,ok,1.667,0.208,2097152,10.066
13.231.255.196,443,JP,NRT,other,ok,1.665,0.208,2097152,10.078
202.79.164.8,443,JP,NRT,other,ok,1.66,0.207,2097152,10.109
94.237.65.111,443,SG,SIN,other,ok,1.66,0.207,2097152,10.108
3.34.198.185,443,KR,ICN,other,ok,1.659,0.207,2097152,10.111
95.182.95.41,443,HK,HKG,other,ok,1.657,0.207,2097152,10.128
20.194.34.26,443,KR,ICN,other,ok,1.657,0.207,2097152,10.122
45.196.218.100,443,HK,HKG,other,ok,1.654,0.207,2097152,10.141
91.213.186.189,443,HK,HKG,other,ok,1.647,0.206,2097152,10.184
149.28.21.204,443,JP,NRT,other,ok,1.647,0.206,2097152,10.186
66.245.219.95,443,JP,KIX,other,ok,1.647,0.206,2097152,10.189
154.83.98.39,443,HK,HKG,other,ok,1.639,0.205,2097152,10.239
167.71.194.170,443,SG,SIN,other,ok,1.639,0.205,2097152,10.236
139.180.146.87,443,SG,SIN,other,ok,1.637,0.205,2097152,10.25
23.27.169.249,443,JP,NRT,other,ok,1.632,0.204,2097152,10.28
43.212.25.216,443,TW,TPE,other,ok,1.626,0.203,2097152,10.321
198.13.33.64,443,JP,NRT,other,ok,1.623,0.203,2097152,10.339
52.79.207.93,443,KR,ICN,other,ok,1.621,0.203,2097152,10.349
154.16.183.190,443,HK,HKG,other,ok,1.62,0.203,2097152,10.354
13.125.40.229,443,KR,ICN,other,ok,1.62,0.203,2097152,10.356
194.29.186.253,443,HK,HKG,other,ok,1.618,0.202,2097152,10.368
34.21.233.32,443,SG,SIN,other,ok,1.616,0.202,2097152,10.379
103.122.247.43,443,HK,HKG,other,ok,1.613,0.202,2097152,10.404
45.77.46.191,443,SG,SIN,other,ok,1.613,0.202,2097152,10.402
45.143.234.108,443,JP,NRT,other,ok,1.608,0.201,2097152,10.436
151.243.229.40,443,HK,HKG,other,ok,1.605,0.201,2097152,10.455
